title,artist,album,cover,file
Stayin Alive,Bee Gees,How Can You Mend A Broken Heart,how_can_you_mend_a_broken_heart.webp,stayin_alive.mp3
Night Fever,Bee Gees,How Can You Mend A Broken Heart,how_can_you_mend_a_broken_heart.webp,night_fever.mp3
How Deep Is Your Love,Bee Gees,Greatest,greatest.webp,how_deep_is_your_love.mp3
Too Much Heaven,Bee Gees,Spirits Having Flown,spirits_having_flown.webp,too_much_heaven.mp3
