title,artist,album,cover,file
Never Gonna Give You Up,Rick Astley,Whenever You Need Somebody,whenever_you_need_somebody.webp,never_gonna_give_you_up.mp3
Together Forever,Rick Astley,Whenever You Need Somebody,whenever_you_need_somebody.webp,together_forever.mp3
